03-05-2006
PERIODO ,      .75 
AMORTIGUAMIENTO ,            .05 
CONDICIONES INICIALES,      Xo = ,         0            , Vo = ,       0 
ELASTICO
SISMO --> ,   11  Chile                  Mar  3/85   Vi¤a del Mar                  N-S
TIEMPO seg,   AT (g) ,      ACE (g) ,     VEL (m/s),    DES (m),      FZA (1/W)
1.465,.0091672,-6.161989E-04,6.516726E-03,7.911282E-06,5.661914E-05
1.47,.0093508,-7.969566E-04,6.028082E-03,3.928072E-05,2.811227E-04
1.475,.0062713,-9.60385E-04,5.601997E-03,6.829631E-05,4.887804E-04
1.48,.0043134,-1.131169E-03,5.291218E-03,9.549281E-05,6.834192E-04
1.485,.0038545,-1.297192E-03,5.031434E-03,1.212934E-04,8.680681E-04
1.49,.0018253,-1.451836E-03,4.824788E-03,1.458957E-04,1.04414E-03
1.495,.0002651,-1.612357E-03,4.698415E-03,1.696751E-04,1.214324E-03
1.5,-.0020394,-1.779427E-03,4.65876E-03,1.930243E-04,1.381429E-03
1.505,-.0029776,-1.94744E-03,4.690389E-03,2.163814E-04,1.54859E-03
1.51,-.0008158,-2.122337E-03,4.683613E-03,2.398641E-04,1.71665E-03
1.515,-.0007954,-2.277738E-03,4.61524E-03,2.631148E-04,1.88305E-03
1.52,-.0014072,-2.43496E-03,.0045537,2.860279E-04,2.047033E-03
1.525,-.0005506,-2.593786E-03,4.478411E-03,3.086289E-04,2.208783E-03
1.53,-.0001326,-2.741266E-03,4.364364E-03,3.307473E-04,2.36708E-03
1.535,.0003059,-2.882874E-03,4.22223E-03,3.522257E-04,2.520795E-03
1.54,.0007954,-3.016423E-03,4.050599E-03,3.729204E-04,2.668903E-03
1.545,.0011217,-3.14057E-03,3.85265E-03,3.926878E-04,2.810372E-03
1.55,.0019273,-3.255764E-03,3.621083E-03,4.113909E-04,2.944226E-03
1.555,.0019477,-3.356885E-03,3.363961E-03,4.28856E-04,3.06922E-03
1.56,.0004181,-3.450096E-03,3.139076E-03,4.450842E-04,3.185361E-03
1.565,-7.138833E-05,-3.546256E-03,2.959049E-03,4.603215E-04,3.294411E-03
1.565,-.0000714,-3.546268E-03,2.959045E-03,4.603218E-04,3.294413E-03
1.57,-.0000204,-3.635479E-03,2.785223E-03,4.746853E-04,3.39721E-03
1.575,-.0011829,-3.716496E-03,2.634479E-03,4.882125E-04,3.49402E-03
1.58,-.0016825,-3.800513E-03,2.520437E-03,5.010912E-04,3.58619E-03
1.585,.0000306,-3.880966E-03,2.372612E-03,5.133605E-04,3.673999E-03
1.59,.0009483,-3.94177E-03,2.156826E-03,5.247041E-04,3.755182E-03
1.595,.0008974,-3.992669E-03,1.91705E-03,5.348888E-04,3.828071E-03
1.6,.0018355,-4.035666E-03,1.653221E-03,5.438345E-04,3.892093E-03
1.605,.0027022,-4.062739E-03,1.343427E-03,5.513444E-04,3.94584E-03
1.61,.0034262,-4.074406E-03,9.936842E-04,5.572021E-04,3.987763E-03
1.615,.0043134,-4.07021E-03,6.042572E-04,5.61215E-04,4.016482E-03
1.62,.004915,-4.047253E-03,1.789956E-04,5.63185E-04,4.030581E-03
1.625,.0059246,-4.006873E-03,-2.842144E-04,5.629418E-04,4.02884E-03
1.63,.0070055,-3.944076E-03,-7.961467E-04,5.602617E-04,4.009659E-03
1.635,.0048131,-3.857685E-03,-1.277171E-03,5.550318E-04,3.97223E-03
1.64,.0027124,-3.773496E-03,-1.648762E-03,5.476723E-04,3.91956E-03
1.645,.0027124,-3.686853E-03,-1.964662E-03,5.38637E-04,3.854896E-03
1.65,.0013664,-3.584338E-03,-2.242925E-03,5.280885E-04,3.779403E-03
1.655,-.0001632,-3.482454E-03,-2.445677E-03,5.163337E-04,3.695276E-03
1.66,-.0013766,-3.382017E-03,-2.57622E-03,5.037521E-04,3.605233E-03
1.665,-.0027532,-3.286329E-03,-2.638456E-03,4.906853E-04,3.511718E-03
1.67,-.0040789,-3.189206E-03,-2.629715E-03,4.774858E-04,3.417252E-03
1.675,-.0053841,-3.103008E-03,-2.551978E-03,4.645032E-04,3.324338E-03
1.68,-.0068015,-3.026566E-03,-2.403505E-03,4.52084E-04,3.235457E-03
1.685,-8.055801E-03,-2.963249E-03,-2.186104E-03,4.40583E-04,3.153148E-03
1.69,-8.800182E-03,-2.913966E-03,-1.916942E-03,4.303092E-04,3.07962E-03
1.69,-.0088002,-2.913984E-03,-1.916935E-03,4.30309E-04,3.079619E-03
1.695,-.0097383,-2.877085E-03,-1.604411E-03,4.214857E-04,3.016473E-03
1.7,-.0115228,-2.856759E-03,-1.223736E-03,4.143785E-04,2.965608E-03
1.705,-.0109823,-2.86118E-03,-8.121716E-04,4.092999E-04,2.929261E-03
1.71,-.0085452,-2.871959E-03,-4.739808E-04,4.061345E-04,2.906607E-03
1.715,-.0083719,-2.877897E-03,-2.001979E-04,4.044527E-04,2.894571E-03
1.72,-.008015,-2.898138E-03,5.994448E-05,4.041098E-04,2.892117E-03
1.725,-.0066485,-2.925305E-03,2.766726E-04,4.049798E-04,2.898344E-03
1.73,-.005741,-2.950741E-03,4.363604E-04,4.067814E-04,2.911237E-03
1.735,-.0047315,-2.978265E-03,5.477514E-04,4.092629E-04,2.928997E-03
1.74,-.003722,-3.004272E-03,6.08331E-04,4.121743E-04,2.949833E-03
1.745,-.0027022,-3.024716E-03,6.180202E-04,4.152614E-04,2.971926E-03
1.75,-.0017131,-3.045204E-03,5.774546E-04,4.182707E-04,2.993463E-03
1.755,-.000673,-3.056709E-03,4.863555E-04,4.209517E-04,3.012651E-03
1.76,.0002753,-3.059526E-03,3.461564E-04,4.230524E-04,3.027685E-03
1.765,.0012644,-3.052749E-03,1.58556E-04,4.243343E-04,3.036859E-03
1.77,.0025901,-3.034207E-03,-8.517467E-05,4.245444E-04,3.038363E-03
1.775,.0023148,-2.999546E-03,-3.533533E-04,4.234418E-04,3.030472E-03
1.78,.0014582,-2.960718E-03,-5.919798E-04,4.210601E-04,3.013427E-03
1.785,.0019273,-2.919286E-03,-8.191385E-04,4.175411E-04,2.988242E-03
1.79,.0019681,-2.878486E-03,-1.056782E-03,4.128513E-04,2.954678E-03
1.795,.0017131,-2.802031E-03,-.0012863,4.069868E-04,2.912707E-03
1.8,.0011829,-2.733919E-03,-1.493022E-03,4.000263E-04,2.862893E-03
1.805,.0020598,-2.662078E-03,-1.704814E-03,3.920482E-04,2.805795E-03
1.81,.0044154,-2.575231E-03,-1.991965E-03,3.828526E-04,2.739984E-03
1.815,4.955787E-03,-2.463121E-03,-2.345238E-03,3.720183E-04,2.662446E-03
1.815,.0049558,-2.463108E-03,-2.345246E-03,3.720181E-04,2.662444E-03
1.82,.0059144,-2.340589E-03,-2.729517E-03,3.593482E-04,2.571769E-03
1.825,.0076479,-2.199101E-03,-3.173316E-03,3.446237E-04,2.466389E-03
1.83,.0067301,-2.031862E-03,-3.629545E-03,3.275944E-04,2.344515E-03
1.835,.0059551,-1.860184E-03,-4.035963E-03,3.084113E-04,2.207226E-03
1.84,.0066587,-1.678429E-03,-4.431965E-03,2.872522E-04,2.055795E-03
1.845,.0064242,-1.476354E-03,-4.830058E-03,2.640882E-04,1.890016E-03
1.85,.0060469,-1.264534E-03,-5.203004E-03,2.389935E-04,1.71042E-03
1.855,.005894,-1.042716E-03,-5.55232E-03,2.120976E-04,1.517932E-03
1.86,.0056288,-8.097858E-04,-5.880237E-03,1.835061E-04,1.313309E-03
1.865,.0053841,-5.679393E-04,-6.184013E-03,1.533355E-04,1.097386E-03
1.87,.0052311,-3.176598E-04,-6.465974E-03,1.217023E-04,8.709946E-04
1.875,.0047723,-5.913492E-05,-6.720461E-03,8.872163E-05,6.349595E-04
1.88,.0048335,2.041128E-04,-6.952408E-03,5.453536E-05,3.902966E-04
1.885,.0060163,4.758668E-04,-7.201737E-03,1.916865E-05,1.371854E-04
1.89,.0064038,7.63815E-04,-7.475843E-03,-1.752324E-05,-1.254096E-04
1.895,.0065772,1.060139E-03,-7.749376E-03,-5.558876E-05,-3.978355E-04
1.9,.0072808,1.365097E-03,-8.029669E-03,-9.502819E-05,-6.800941E-04
1.905,7.882399E-03,1.68335E-03,-8.326681E-03,-1.359132E-04,-9.726985E-04
1.91,.0083209,2.013391E-03,-.0086333,-1.783109E-04,-1.276129E-03
1.915,.0088817,2.354537E-03,-8.947962E-03,-2.222596E-04,-1.590659E-03
1.92,9.972801E-03,2.70832E-03,-9.286086E-03,-2.678296E-04,-1.916792E-03
1.925,.0083617,3.079173E-03,-9.593696E-03,-3.150695E-04,-2.254877E-03
1.93,.005741,3.444503E-03,-9.779508E-03,-3.635634E-04,-2.601937E-03
1.935,.0054555,3.798958E-03,-9.876424E-03,-4.127163E-04,-2.953712E-03
1.94,4.313427E-03,4.155653E-03,-9.920904E-03,-4.622402E-04,-3.308143E-03
1.94,.0043134,4.155626E-03,-9.920904E-03,-4.622414E-04,-3.308151E-03
1.945,.0025697,4.511476E-03,-9.877167E-03,-5.117794E-04,-3.662683E-03
1.95,.0012033,4.85007E-03,-9.740154E-03,-5.608575E-04,-4.013923E-03
1.955,-.0000102,5.176065E-03,-9.523598E-03,-6.090483E-04,-4.358813E-03
1.96,-.0018763,5.486907E-03,-9.215928E-03,-6.559415E-04,-4.694417E-03
1.965,-.0030999,5.774189E-03,-8.817845E-03,-7.010568E-04,-5.017296E-03
1.97,-.0009279,6.041161E-03,-8.429425E-03,-7.44136E-04,-5.325604E-03
1.975,.0000714,6.312039E-03,-8.105568E-03,-7.854585E-04,-5.621339E-03
1.98,-.0004385,6.57221E-03,-7.78069E-03,-8.251899E-04,-5.905687E-03
1.985,.0006424,6.813277E-03,-7.457522E-03,-8.632682E-04,-6.178204E-03
1.99,.0014378,7.050878E-03,-7.168619E-03,-8.998222E-04,-6.439812E-03
1.995,.0021414,7.280294E-03,-6.905017E-03,-9.349965E-04,-6.691547E-03
2,.003416,7.502479E-03,-6.678842E-03,-9.689346E-04,-6.934434E-03
2.005,.0024065,7.723287E-03,-6.448301E-03,-1.001778E-03,-7.169488E-03
2.01,.000571,7.924155E-03,-6.137684E-03,-1.033284E-03,-7.394968E-03
2.015,.0006424,8.101678E-03,-5.774525E-03,-1.063068E-03,-7.60812E-03
2.02,.0000408,8.270265E-03,-.0053899,-1.090994E-03,-7.807981E-03
2.025,-.0010707,8.41961E-03,-4.955461E-03,-1.116883E-03,-7.993268E-03
2.03,-.0018253,8.545844E-03,-4.468537E-03,-1.140461E-03,-8.162005E-03
2.035,-.0027532,8.651104E-03,-3.934664E-03,-1.16149E-03,-8.312509E-03
2.04,-.003518,8.731658E-03,-3.354763E-03,-1.179731E-03,-8.443051E-03
2.045,-.004395,8.78763E-03,-2.731235E-03,-1.194965E-03,-8.55208E-03
2.05,-.0056696,8.816352E-03,-2.052912E-03,-1.206952E-03,-8.637866E-03
2.055,-.0048131,8.813315E-03,-1.363676E-03,-1.215476E-03,-8.698871E-03
2.06,-.0031407,8.795132E-03,-7.369911E-04,-1.220693E-03,-8.736208E-03
2.065,-.0033141,8.765071E-03,-1.482108E-04,-1.222909E-03,-8.752068E-03
2.07,-.0028348,8.70884E-03,4.309264E-04,-1.222191E-03,-8.74693E-03
2.075,-.0018661,8.636215E-03,9.714311E-04,-1.218664E-03,-8.721687E-03
2.08,-.0012237,8.550735E-03,1.468536E-03,-1.212549E-03,-8.677927E-03
2.085,-.0004487,8.450403E-03,1.926359E-03,-1.204044E-03,-8.617056E-03
2.09,.0000408,8.338478E-03,2.347955E-03,-1.193346E-03,-8.540494E-03
2.095,.001346,8.213855E-03,2.719772E-03,-1.180647E-03,-8.449611E-03
2.1,.0013154,8.085155E-03,3.054111E-03,-1.166211E-03,-8.346294E-03
2.105,-.0015092,7.941801E-03,3.451799E-03,-1.150001E-03,-8.23028E-03
2.11,-.0023861,7.764007E-03,3.93234E-03,-1.131555E-03,-8.098269E-03
2.115,-.002743,7.570199E-03,4.434043E-03,-1.110642E-03,-.0079486
2.12,-.0042828,7.358901E-03,4.972289E-03,-1.087154E-03,-7.780501E-03
2.125,-.0055167,7.118819E-03,5.567499E-03,-1.060824E-03,-7.592064E-03
2.13,-.0073318,6.853201E-03,6.225063E-03,-1.031374E-03,-7.381295E-03
2.135,-.0063324,6.554892E-03,6.888767E-03,-9.985635E-04,-7.14648E-03
2.14,-.0042522,6.246188E-03,7.462118E-03,-9.626366E-04,-6.88936E-03
2.145,-.0046397,5.931689E-03,7.978666E-03,-9.240371E-04,-6.613113E-03
2.15,-.0041197,5.592444E-03,8.47596E-03,-8.82882E-04,-6.318576E-03
2.155,-.0068015,5.241999E-03,9.009322E-03,-8.392175E-04,-6.006079E-03
2.16,-.0063018,4.853025E-03,9.57808E-03,-7.927298E-04,-5.673378E-03
2.165,-.0054963,4.455905E-03,1.009554E-02,-7.435224E-04,-5.321212E-03
2.17,-.0035282,4.04709E-03,1.052526E-02,-6.919206E-04,-4.951911E-03
2.175,-.0026819,3.637762E-03,1.086591E-02,-6.384184E-04,-4.569008E-03
2.18,-.0015296,3.21991E-03,.0111373,-5.83377E-04,-4.17509E-03
2.185,-.0000408,2.801072E-03,1.132341E-02,-5.271877E-04,-3.772956E-03
2.19,.0014786,2.390641E-03,1.141544E-02,-4.702998E-04,-3.365823E-03
2.195,.002794,1.981657E-03,1.141789E-02,-4.131827E-04,-2.95705E-03
2.2,.0023963,1.577178E-03,1.137789E-02,-3.561918E-04,-2.549179E-03
2.205,.0026003,1.17421E-03,1.132285E-02,-2.994289E-04,-2.142941E-03
2.21,.003518,7.776994E-04,.0112207,-2.430419E-04,-1.739393E-03
2.215,.0037526,3.932092E-04,1.107116E-02,-1.87301E-04,-1.340469E-03
2.22,.0039259,1.552899E-05,1.089292E-02,-1.323783E-04,-9.473999E-04
2.225,.004293,-3.531268E-04,1.068315E-02,-7.842441E-05,-5.612648E-04
2.23,.0051904,-7.10125E-04,1.042458E-02,-2.562825E-05,-1.834152E-04
2.235,.0059347,-1.050261E-03,1.010868E-02,2.572577E-05,1.841132E-04
2.24,.0063426,-1.374021E-03,9.748236E-03,7.538414E-05,5.395063E-04
2.245,.0069035,-1.682003E-03,9.348573E-03,1.231427E-04,8.81303E-04
2.25,8.280099E-03,-1.970968E-03,8.886754E-03,1.687661E-04,1.207819E-03
2.255,.00724,-2.233067E-03,8.403173E-03,2.11976E-04,1.517062E-03
2.26,.0040075,-2.487624E-03,8.011697E-03,2.529513E-04,1.810312E-03
2.265,.0033345,-2.748522E-03,7.703316E-03,2.922314E-04,2.09143E-03
2.27,.0024371,-2.994336E-03,7.421027E-03,3.30028E-04,2.361931E-03
2.275,.0004181,-3.233933E-03,7.198326E-03,3.665408E-04,2.623245E-03
2.28,-.0011013,-3.477257E-03,7.050544E-03,4.02136E-04,2.877992E-03
2.285,-.0026207,-3.720566E-03,6.965326E-03,4.371504E-04,3.128581E-03
2.29,-.0044766,-3.971121E-03,6.950754E-03,4.71907E-04,3.377325E-03
2.295,-.005792,-4.222402E-03,7.00163E-03,5.06767E-04,3.62681E-03
2.3,-.0059551,-4.483433E-03,7.076189E-03,5.419627E-04,3.878697E-03
2.305,-.0069341,-4.743874E-03,7.165968E-03,5.775542E-04,4.133418E-03
2.31,-7.943599E-03,-5.013103E-03,7.291508E-03,6.136819E-04,4.391975E-03
2.315,-.0090551,-5.290641E-03,7.45565E-03,6.505336E-04,4.655713E-03
2.32,-9.248801E-03,-5.578487E-03,7.637921E-03,6.882685E-04,4.925773E-03
2.325,-.0071788,-5.870177E-03,7.75999E-03,7.268124E-04,5.201622E-03
2.33,-.0066587,-6.148844E-03,7.804572E-03,7.657392E-04,5.480212E-03
2.335,-.006618,-6.428804E-03,7.821711E-03,8.048123E-04,5.75985E-03
2.34,-.0054861,-6.708881E-03,7.796371E-03,8.438854E-04,6.039486E-03
2.345,-.0047111,-6.978306E-03,7.710807E-03,8.826756E-04,6.317098E-03
2.35,-.0038953,-7.240243E-03,7.573219E-03,9.209067E-04,6.59071E-03
2.355,-.0029878,-7.491729E-03,7.380787E-03,9.583163E-04,6.858441E-03
2.36,-.0023963,-7.730252E-03,7.139601E-03,9.946333E-04,7.118353E-03
2.365,-.0009891,-7.956737E-03,6.838001E-03,1.029611E-03,7.368683E-03
2.37,.0011829,-8.162223E-03,6.438077E-03,1.062849E-03,7.606559E-03
2.375,.0025187,-8.339588E-03,5.942746E-03,1.093833E-03,7.828302E-03
2.38,.0038341,-8.493625E-03,5.374291E-03,1.122156E-03,8.031005E-03
2.385,.0054453,-8.619973E-03,4.727239E-03,1.147445E-03,8.21199E-03
2.39,.0076785,-8.713731E-03,3.980507E-03,1.169262E-03,8.368132E-03
2.395,.0076683,-8.723931E-03,3.176762E-03,1.187155E-03,8.496186E-03
2.4,.0055269,-8.798202E-03,2.42366E-03,1.201114E-03,8.596088E-03
2.405,.0058532,-8.817291E-03,1.712803E-03,1.211462E-03,8.670146E-03
2.41,.0059653,-8.803435E-03,9.910364E-04,1.218224E-03,8.718539E-03
2.415,.0049864,-8.763845E-03,2.918646E-04,1.22141E-03,8.741342E-03
2.42,.0045275,-8.707059E-03,-3.697269E-04,1.221205E-03,8.739874E-03
2.425,.0039871,-8.628014E-03,-1.003458E-03,1.21776E-03,8.715215E-03
2.43,.0032325,-8.529673E-03,-1.60112E-03,1.211231E-03,8.668488E-03
2.435,.003049,-8.414829E-03,-2.170529E-03,1.201796E-03,8.600965E-03
2.44,.0033957,-8.279791E-03,-2.73784E-03,1.189529E-03,8.513174E-03
2.445,.0031407,-8.122171E-03,-3.300198E-03,1.174426E-03,8.405084E-03
2.45,.0029266,-7.947999E-03,-3.842946E-03,1.156559E-03,8.27722E-03
2.455,.0029878,-7.756324E-03,-4.372951E-03,1.136017E-03,8.130206E-03
2.46,.0029266,-7.545719E-03,-4.893119E-03,1.112846E-03,7.964375E-03
2.465,.002896,-7.318226E-03,-5.40027E-03,1.087108E-03,7.780173E-03
2.47,.0028654,-7.073848E-03,-5.894377E-03,1.058865E-03,7.578046E-03
2.475,.002794,-6.813234E-03,-6.373579E-03,1.028189E-03,7.358506E-03
2.48,.002896,-6.537278E-03,-6.840399E-03,9.951502E-04,7.122052E-03
2.485,.0030693,-6.245135E-03,-7.300018E-03,9.597975E-04,6.869041E-03
2.49,.0031101,-5.937002E-03,-7.750191E-03,9.221657E-04,6.599719E-03
2.495,.0031509,-5.614483E-03,-8.186882E-03,8.823182E-04,6.314541E-03
2.5,.0032631,-5.277784E-03,-8.611184E-03,8.403175E-04,6.013952E-03
2.505,.0034976,-4.926902E-03,-9.027127E-03,7.962183E-04,5.698345E-03
2.51,.0029776,-4.561484E-03,-9.41849E-03,7.500874E-04,5.368196E-03
2.515,.0021516,-4.188366E-03,-9.758766E-03,7.021187E-04,5.024896E-03
2.52,.002019,-3.809913E-03,-.0100571,6.525698E-04,4.670286E-03
2.525,.0017029,-3.421712E-03,-1.032565E-02,6.015974E-04,4.305488E-03
2.53,.0008362,-3.027951E-03,-1.054602E-02,5.493938E-04,3.93188E-03
2.535,.0011829,-2.633997E-03,-1.073433E-02,4.961907E-04,3.551118E-03
2.54,.0024065,-2.230668E-03,-1.094159E-02,4.42019E-04,3.163424E-03
2.545,.0027634,-1.813677E-03,-.0111675,3.867437E-04,2.767832E-03
2.55,.0027328,-1.391027E-03,-1.138081E-02,3.303651E-04,2.364344E-03
2.555,.0022026,-9.639587E-04,-1.155955E-02,2.729933E-04,1.953748E-03
2.56,.0021414,-5.365675E-04,-1.170284E-02,2.148288E-04,1.537478E-03
2.565,.0023453,-1.053848E-04,-1.182858E-02,1.559943E-04,1.116414E-03
2.57,.0020598,3.297487E-04,-1.193107E-02,9.658188E-05,6.912134E-04
2.575,.0019375,7.637425E-04,-1.200227E-02,3.67358E-05,2.629094E-04
2.58,.0017539,1.197837E-03,-1.204467E-02,-2.339267E-05,-1.674158E-04
2.585,.0016825,1.628992E-03,-1.205962E-02,-8.366505E-05,-5.987707E-04
2.59,.0014174,2.060794E-03,-1.204516E-02,-1.439397E-04,-1.030142E-03
2.595,.0007546,2.486902E-03,-1.198691E-02,-2.040435E-04,-1.460291E-03
2.6,.0003569,2.904454E-03,-1.188199E-02,-2.63731E-04,-1.887459E-03
2.605,.000051,3.314794E-03,-1.173951E-02,-3.228007E-04,-2.310207E-03
2.61,-.0003467,3.716625E-03,-1.155988E-02,-3.81064E-04,-2.727184E-03
2.615,-.0010197,4.107796E-03,-1.133454E-02,-4.383231E-04,-3.136974E-03
2.62,-.0011523,4.484863E-03,-1.107064E-02,-4.943451E-04,-3.53791E-03
2.625,-.0001224,4.851247E-03,-1.081049E-02,-5.490356E-04,-3.929317E-03
2.63,.000102,5.214482E-03,-1.056321E-02,-6.024739E-04,-4.311762E-03
2.635,.0001224,5.566234E-03,-1.030441E-02,-6.546485E-04,-4.685163E-03
2.64,.0006016,5.906602E-03,-1.004088E-02,-7.0551E-04,-5.049166E-03
2.645,.0009687,6.239351E-03,-9.781604E-03,-7.550642E-04,-5.403814E-03
2.65,.0016723,6.562761E-03,-9.532481E-03,-8.033428E-04,-5.749332E-03
2.655,.0007036,6.879994E-03,-9.261167E-03,-8.503521E-04,-6.085766E-03
2.66,-.0009279,7.177042E-03,-8.911029E-03,-8.958229E-04,-6.411191E-03
2.665,-.0010707,7.450242E-03,-8.503428E-03,-9.393665E-04,-6.722822E-03
2.67,-.0018151,7.710372E-03,-8.060981E-03,-9.80799E-04,-7.019344E-03
2.675,-.002743,7.948164E-03,-7.565349E-03,-1.019888E-03,-7.299092E-03
2.68,-.003671,8.161941E-03,-7.013122E-03,-1.056358E-03,-7.560102E-03
2.685,-.0047723,8.350221E-03,-6.401313E-03,-1.08992E-03,-7.800294E-03
2.69,-.0035588,8.50973E-03,-5.783699E-03,-1.120361E-03,-8.018158E-03
2.695,-.0024269,8.658065E-03,-5.216068E-03,-1.14784E-03,-8.214816E-03
2.7,-.0027226,8.790908E-03,-4.662017E-03,-1.172545E-03,-8.391621E-03
2.705,-.0021618,8.898379E-03,-.0041086,-1.194461E-03,-8.548474E-03
2.71,-.0014174,8.990453E-03,-3.582264E-03,-1.213675E-03,-8.685986E-03
2.715,-.0006628,9.067468E-03,-3.088558E-03,-1.230338E-03,-8.805238E-03
2.72,-.0009483,9.130312E-03,-.0026029,-1.244574E-03,-8.907122E-03
2.725,-.0017029,9.171562E-03,-2.089214E-03,-1.256321E-03,-8.991187E-03
2.73,-.001448,9.189333E-03,-1.561805E-03,-1.265444E-03,-9.056477E-03
2.735,-.0015704,9.191896E-03,-1.037172E-03,-1.271943E-03,-9.102995E-03
2.74,-.0019375,9.174189E-03,-5.00883E-04,-1.275796E-03,-9.130565E-03
2.745,-.002121,9.134986E-03,4.748328E-05,-1.276932E-03,-9.138699E-03
2.75,-.0023963,9.075917E-03,6.047149E-04,-1.275306E-03,-9.127061E-03
2.755,-.0026003,8.995641E-03,1.170281E-03,-1.270871E-03,-9.09532E-03
2.76,-.002845,8.894725E-03,1.742379E-03,-1.263593E-03,-9.043229E-03
2.765,-.0032631,8.772556E-03,2.325284E-03,-1.253429E-03,-8.970493E-03
2.77,-.002794,8.627672E-03,2.900365E-03,-1.240353E-03,-8.876909E-03
2.775,-.0019986,8.467484E-03,3.436991E-03,-1.22449E-03,-8.763379E-03
2.78,-.0019579,8.293759E-03,3.944907E-03,-1.206031E-03,-8.631274E-03
2.785,-.0016417,8.101166E-03,4.435117E-03,-1.18507E-03,-8.481262E-03
2.79,-.0011319,7.894322E-03,4.89526E-03,-1.16173E-03,-8.314223E-03
2.795,-.0007546,7.675129E-03,5.323231E-03,-1.136171E-03,-8.131304E-03
2.8,-.0003467,7.443368E-03,5.720876E-03,-1.108548E-03,-7.933615E-03
2.805,.0000918,7.200709E-03,6.086157E-03,-1.079016E-03,-7.72226E-03
2.81,.000571,6.94854E-03,6.416791E-03,-1.047745E-03,-7.498458E-03
2.815,.0010095,6.688355E-03,6.71238E-03,-1.014907E-03,-7.263444E-03
2.82,.001448,6.421064E-03,6.973522E-03,-9.806782E-04,-7.01848E-03
2.825,.0019069,6.14801E-03,7.199428E-03,-9.452301E-04,-6.764786E-03
2.83,.0023759,5.870655E-03,7.389081E-03,-9.087445E-04,-6.503667E-03
2.835,.0027736,5.590315E-03,7.54382E-03,-8.713976E-04,-6.236384E-03
2.84,.0034059,5.307725E-03,.0076595,-8.333715E-04,-5.964241E-03
2.845,.0040381,5.026181E-03,7.730352E-03,-7.948773E-04,-5.688747E-03
2.85,.0050782,4.749891E-03,7.746527E-03,-7.561592E-04,-5.411651E-03
2.855,.0050782,4.47434E-03,7.723673E-03,-7.174772E-04,-5.134813E-03
2.86,.0029776,4.201682E-03,7.738878E-03,-6.788591E-04,-4.858432E-03
2.865,.0023657,3.914184E-03,7.806854E-03,-6.400005E-04,-4.580331E-03
2.87,.002223,3.626214E-03,7.879218E-03,-6.007833E-04,-4.299663E-03
2.875,.0009891,3.337497E-03,7.971196E-03,-5.611757E-04,-4.016201E-03
2.88,.0001326,3.038097E-03,8.100008E-03,-5.210082E-04,-3.728731E-03
2.885,-.0006934,2.732206E-03,8.255221E-03,-4.801317E-04,-3.436188E-03
2.89,-.0019069,.0024182,8.445246E-03,-4.38398E-04,-3.13751E-03
2.895,-.0021516,2.091947E-03,8.655315E-03,-3.95646E-04,-2.831544E-03
2.9,-.001499,1.760915E-03,8.839279E-03,-3.518884E-04,-2.518381E-03
2.905,-.0018661,1.430453E-03,9.000017E-03,-3.07292E-04,-2.199215E-03
2.91,-.0021618,1.091603E-03,9.160604E-03,-2.618885E-04,-1.874273E-03
2.915,-.0019986,7.474309E-04,9.307686E-03,-2.157086E-04,-1.543775E-03
2.92,-.0020394,4.016578E-04,9.434859E-03,-1.688449E-04,-1.208383E-03
2.925,-.0020394,5.241267E-05,9.545987E-03,-1.213868E-04,-8.687364E-04
2.93,-.0020394,-2.989509E-04,9.639944E-03,-7.341372E-05,-5.254044E-04
2.935,-.0020292,-6.518746E-04,9.716379E-03,-2.501669E-05,-1.790385E-04
2.94,-.0020292,-1.005683E-03,9.775241E-03,2.37207E-05,1.697634E-04
2.945,-.0020598,-1.35981E-03,9.817494E-03,7.270793E-05,5.203533E-04
2.95,-.0019884,-1.713899E-03,9.841386E-03,1.218649E-04,8.721583E-04
2.955,-.00207,-2.065781E-03,9.848219E-03,1.710933E-04,1.224474E-03
2.96,-.0024779,-2.418219E-03,9.849786E-03,2.203383E-04,1.576908E-03
2.965,-.0026615,-2.771108E-03,9.848562E-03,2.695864E-04,1.929365E-03
2.97,-.0027736,-3.122576E-03,9.837319E-03,3.188071E-04,2.281626E-03
2.975,-.0030388,-3.472244E-03,9.818137E-03,3.679463E-04,2.633303E-03
2.98,-.0032631,-3.821185E-03,9.793827E-03,4.169798E-04,2.984225E-03
2.985,-.0034976,-4.168512E-03,9.763697E-03,4.658747E-04,3.334154E-03
2.99,-.0036608,-4.514234E-03,9.726324E-03,5.146046E-04,3.682902E-03
2.995,-.0040381,-4.857511E-03,9.685313E-03,5.631318E-04,.0040302
3,-.0040687,-5.200027E-03,9.637486E-03,6.114463E-04,4.375975E-03
3.005,-.0033651,-5.538424E-03,9.556466E-03,6.594536E-04,4.719552E-03
3.01,-.0031713,-5.866885E-03,9.437099E-03,7.06947E-04,5.05945E-03
3.015,-.0031305,-6.189685E-03,9.296008E-03,7.537882E-04,5.394682E-03
3.02,-.0027328,-6.505958E-03,9.128507E-03,7.99863E-04,5.724428E-03
3.025,-.0024473,-6.811798E-03,8.928995E-03,8.450198E-04,6.047605E-03
3.03,-.0021516,-7.107782E-03,8.700488E-03,8.891046E-04,6.363109E-03
3.035,-.0018457,-7.392605E-03,8.442982E-03,9.319763E-04,6.669931E-03
3.04,-.0016112,-7.665209E-03,8.158574E-03,9.734895E-04,6.967031E-03
