CALCULO_DEL_ESPECTRO											
ACELEROGRAMA_=	                 C:\Documents and Settings\Juan Manuel\Escritorio\FUK000_AT2.txt										
ARCHIVO_=	C:\Documents and Settings\Juan Manuel\Escritorio\Interaccion Suelo Estructura\FU										

ACELERACION_MAXIMA_ORIGINAL=	0.03369	 g									
CONSTANTE NORMALIZACION_=	1										
ACELERACION_MAXIMA_=	0.03369	 g									
ACELERACION_MAXIMA_=	0.33034	 m/s2									
ESPECTRO_DE_ACELERACIONES_(m/s2_y_g)											
PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20	PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20
4.46	0.0639	0.0471	0.045	0.0438	0.0474	4.46	0.0065	0.0048	0.0046	0.0045	0.0048
4.48	0.0639	0.0467	0.0448	0.0436	0.0471	4.48	0.0065	0.0048	0.0046	0.0045	0.0048
4.5	0.0637	0.0464	0.0445	0.0435	0.0467	4.5	0.0065	0.0047	0.0045	0.0044	0.0048
4.52	0.0634	0.046	0.0443	0.0433	0.0464	4.52	0.0065	0.0047	0.0045	0.0044	0.0047
4.54	0.0629	0.0457	0.044	0.0431	0.046	4.54	0.0064	0.0047	0.0045	0.0044	0.0047
4.56	0.0622	0.0454	0.0438	0.0429	0.0457	4.56	0.0063	0.0046	0.0045	0.0044	0.0047
4.58	0.0613	0.0451	0.0436	0.0427	0.0453	4.58	0.0063	0.0046	0.0044	0.0044	0.0046
4.6	0.0602	0.0448	0.0433	0.0425	0.045	4.6	0.0061	0.0046	0.0044	0.0043	0.0046
4.62	0.0593	0.0444	0.0431	0.0423	0.0447	4.62	0.006	0.0045	0.0044	0.0043	0.0046
4.64	0.0596	0.0441	0.0428	0.0421	0.0443	4.64	0.0061	0.0045	0.0044	0.0043	0.0045
4.66	0.0596	0.0438	0.0426	0.0419	0.044	4.66	0.0061	0.0045	0.0043	0.0043	0.0045
4.68	0.0595	0.0435	0.0423	0.0417	0.0437	4.68	0.0061	0.0044	0.0043	0.0042	0.0045
4.7	0.0591	0.0433	0.0421	0.0415	0.0434	4.7	0.006	0.0044	0.0043	0.0042	0.0044
4.72	0.0585	0.043	0.0418	0.0412	0.0431	4.72	0.006	0.0044	0.0043	0.0042	0.0044
4.74	0.0577	0.0427	0.0416	0.041	0.0427	4.74	0.0059	0.0044	0.0042	0.0042	0.0044
4.76	0.0567	0.0424	0.0413	0.0408	0.0424	4.76	0.0058	0.0043	0.0042	0.0042	0.0043
4.78	0.0555	0.0421	0.0411	0.0406	0.0421	4.78	0.0057	0.0043	0.0042	0.0041	0.0043
4.8	0.0542	0.0418	0.0408	0.0404	0.0418	4.8	0.0055	0.0043	0.0042	0.0041	0.0043
4.82	0.0527	0.0415	0.0406	0.0401	0.0415	4.82	0.0054	0.0042	0.0041	0.0041	0.0042
4.84	0.051	0.0413	0.0403	0.0399	0.0412	4.84	0.0052	0.0042	0.0041	0.0041	0.0042
4.86	0.0493	0.041	0.0401	0.0397	0.0409	4.86	0.005	0.0042	0.0041	0.004	0.0042
4.88	0.0475	0.0407	0.0398	0.0395	0.0407	4.88	0.0048	0.0041	0.0041	0.004	0.0041
4.9	0.047	0.0404	0.0396	0.0392	0.0404	4.9	0.0048	0.0041	0.004	0.004	0.0041
4.92	0.0465	0.0401	0.0393	0.039	0.0401	4.92	0.0047	0.0041	0.004	0.004	0.0041
4.94	0.0459	0.0398	0.0391	0.0388	0.0398	4.94	0.0047	0.0041	0.004	0.004	0.0041		
4.96	0.0453	0.0395	0.0388	0.0386	0.0395	4.96	0.0046	0.004	0.004	0.0039	0.004		
4.98	0.0446	0.0392	0.0386	0.0383	0.0393	4.98	0.0046	0.004	0.0039	0.0039	0.004		
5	0.0439	0.039	0.0383	0.0381	0.039	5	0.0045	0.004	0.0039	0.0039	0.004		
ESPECTRO_DE_VELOCIDADES_(m/s)													
PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20								
0.02	0.0001	0.0001	0.0001	0.0001	0							0.003183099	0.00031831
0.04	0.0002	0.0002	0.0002	0.0002	0.0002							0.006366198	0.00063662
0.06	0.0004	0.0004	0.0004	0.0004	0.0004							0.009549297	0.00095493
0.08	0.001	0.0009	0.0009	0.0009	0.0008							0.012732395	0.00127324
0.1	0.0024	0.0019	0.0017	0.0016	0.0014							0.015915494	0.001591549
0.12	0.0034	0.0027	0.0024	0.0023	0.002							0.019098593	0.001909859
0.14	0.0072	0.0049	0.0041	0.0038	0.003							0.022281692	0.002228169
0.16	0.0145	0.0087	0.0065	0.0056	0.0039							0.025464791	0.002546479
0.18	0.0101	0.0074	0.0065	0.0061	0.0049							0.02864789	0.002864789
0.2	0.0099	0.0079	0.0064	0.006	0.0056							0.031830989	0.003183099
0.22	0.0183	0.0127	0.0103	0.0093	0.0072							0.035014087	0.003501409
0.24	0.0265	0.0178	0.0139	0.0124	0.0086							0.038197186	0.003819719
0.26	0.0265	0.0196	0.0152	0.0132	0.0099							0.041380285	0.004138029
0.28	0.0366	0.0227	0.0179	0.0161	0.0122							0.044563384	0.004456338
0.3	0.0344	0.0226	0.02	0.0189	0.0145							0.047746483	0.004774648
0.32	0.0393	0.0256	0.0217	0.0212	0.0169							0.050929582	0.005092958
0.34	0.0401	0.0303	0.0273	0.0257	0.0193							0.054112681	0.005411268
0.36	0.0467	0.0362	0.0324	0.03	0.0217							0.05729578	0.005729578
0.38	0.0549	0.0447	0.0381	0.0348	0.0238							0.060478878	0.006047888
0.4	0.0685	0.048	0.0413	0.0379	0.0257							0.063661977	0.006366198
0.42	0.0636	0.0495	0.0432	0.0401	0.0268							0.066845076	0.006684508
0.44	0.0898	0.0628	0.0501	0.044	0.028							0.070028175	0.007002817
0.46	0.1104	0.075	0.0569	0.0489	0.0288							0.073211274	0.007321127
0.48	0.1049	0.0761	0.0586	0.0506	0.0308							0.076394373	0.007639437
0.5	0.0959	0.0693	0.0552	0.0487	0.0321							0.079577472	0.007957747
0.52	0.0937	0.0699	0.0554	0.0484	0.0327							0.08276057	0.008276057
0.54	0.1111	0.0772	0.0593	0.0513	0.0337							0.085943669	0.008594367
0.56	0.0986	0.0772	0.0603	0.0526	0.0345							0.089126768	0.008912677
0.58	0.1363	0.0841	0.0623	0.0541	0.0358							0.092309867	0.009230987
0.6	0.1185	0.082	0.0627	0.0547	0.0371							0.095492966	0.009549297
0.62	0.0982	0.076	0.0626	0.0562	0.0377							0.098676065	0.009867606
0.64	0.1037	0.0799	0.066	0.059	0.0383							0.101859164	0.010185916
0.66	0.122	0.0803	0.0666	0.0593	0.0381							0.105042262	0.010504226
0.68	0.1348	0.0787	0.0648	0.0581	0.0383							0.108225361	0.010822536
0.7	0.1355	0.0901	0.0678	0.0588	0.0414							0.11140846	0.011140846
0.72	0.1422	0.0938	0.0697	0.06	0.0443							0.114591559	0.011459156
0.74	0.1296	0.0871	0.0658	0.06	0.0471							0.117774658	0.011777466
0.76	0.1424	0.0809	0.0668	0.0636	0.0496							0.120957757	0.012095776
0.78	0.1294	0.0774	0.0704	0.0672	0.0519							0.124140856	0.012414086
0.8	0.1101	0.0796	0.0748	0.0712	0.0542							0.127323954	0.012732395
0.82	0.1179	0.0885	0.0804	0.0758	0.0565							0.130507053	0.013050705
0.84	0.109	0.0953	0.0857	0.0802	0.0583							0.133690152	0.013369015
0.86	0.1062	0.0999	0.0901	0.084	0.0598							0.136873251	0.013687325
0.88	0.116	0.1058	0.0947	0.0878	0.0611							0.14005635	0.014005635
0.9	0.1303	0.113	0.0992	0.0913	0.0622							0.143239449	0.014323945
0.92	0.1433	0.1183	0.1026	0.0939	0.0627							0.146422548	0.014642255
0.94	0.1385	0.1219	0.1058	0.0964	0.0626							0.149605647	0.014960565
0.96	0.1408	0.1248	0.108	0.098	0.0657							0.152788745	0.015278875
0.98	0.148	0.1291	0.1102	0.0991	0.0689							0.155971844	0.015597184
1	0.1606	0.1338	0.1118	0.0995	0.0721							0.159154943	0.015915494
1.02	0.1745	0.1381	0.1129	0.0997	0.0754							0.162338042	0.016233804
1.04	0.1788	0.1409	0.1168	0.1073	0.0787							0.165521141	0.016552114
1.06	0.1794	0.1448	0.1255	0.1149	0.0817							0.16870424	0.016870424
1.08	0.1819	0.1558	0.1343	0.122	0.0845							0.171887339	0.017188734
1.1	0.195	0.1674	0.1425	0.1287	0.0868							0.175070437	0.017507044
1.12	0.2187	0.1793	0.1499	0.1343	0.0888							0.178253536	0.017825354
1.14	0.2418	0.1891	0.1559	0.1391	0.0908							0.181436635	0.018143664
1.16	0.2536	0.1949	0.1597	0.1421	0.0923							0.184619734	0.018461973
1.18	0.2594	0.1973	0.1621	0.144	0.0932							0.187802833	0.018780283
1.2	0.2556	0.1972	0.1622	0.1439	0.0936							0.190985932	0.019098593
1.22	0.2691	0.1958	0.1608	0.143	0.0937							0.194169031	0.019416903
1.24	0.2681	0.1935	0.158	0.1402	0.0936							0.197352129	0.019735213
1.26	0.2795	0.1929	0.1532	0.1365	0.093							0.200535228	0.020053523
1.28	0.2807	0.1885	0.1483	0.1337	0.0918							0.203718327	0.020371833
1.3	0.2646	0.18	0.1452	0.1312	0.0907							0.206901426	0.020690143
1.32	0.2318	0.1701	0.1411	0.1284	0.0892							0.210084525	0.021008452
1.34	0.201	0.1603	0.1364	0.1251	0.0875							0.213267624	0.021326762
1.36	0.1803	0.1509	0.1313	0.1218	0.0859							0.216450723	0.021645072
1.38	0.1661	0.1426	0.1266	0.1184	0.0844							0.219633821	0.021963382
1.4	0.1552	0.1358	0.1227	0.115	0.083							0.22281692	0.022281692
1.42	0.1488	0.1298	0.1193	0.1122	0.0817							0.226000019	0.022600002
1.44	0.1524	0.1264	0.1164	0.1094	0.0803							0.229183118	0.022918312
1.46	0.1629	0.1272	0.1142	0.1065	0.0787							0.232366217	0.023236622
1.48	0.1879	0.1284	0.1133	0.1064	0.0787							0.235549316	0.023554932
1.5	0.2204	0.1369	0.1147	0.1067	0.0791							0.238732415	0.023873241
1.52	0.2262	0.1419	0.1159	0.107	0.0793							0.241915513	0.024191551
1.54	0.2043	0.1411	0.1158	0.1067	0.0793							0.245098612	0.024509861
1.56	0.1937	0.1368	0.1145	0.1055	0.0792							0.248281711	0.024828171
1.58	0.1748	0.1321	0.112	0.1039	0.0789							0.25146481	0.025146481
1.6	0.173	0.1282	0.1087	0.1019	0.0786							0.254647909	0.025464791
1.62	0.1862	0.1243	0.1052	0.0995	0.0783							0.257831008	0.025783101
1.64	0.1989	0.123	0.1016	0.0972	0.0779							0.261014107	0.026101411
1.66	0.1978	0.1246	0.0985	0.095	0.0774							0.264197206	0.026419721
1.68	0.1944	0.1268	0.0978	0.093	0.0768							0.267380304	0.02673803
1.7	0.189	0.1262	0.0996	0.0928	0.0762							0.270563403	0.02705634
1.72	0.1846	0.1253	0.1013	0.0942	0.0756							0.273746502	0.02737465
1.74	0.179	0.1254	0.1027	0.0954	0.075							0.276929601	0.02769296
1.76	0.1775	0.1246	0.1037	0.0963	0.0745							0.2801127	0.02801127
1.78	0.1734	0.1226	0.1046	0.0969	0.0739							0.283295799	0.02832958
1.8	0.1642	0.1196	0.1053	0.0974	0.0734							0.286478898	0.02864789
1.82	0.1533	0.12	0.1055	0.0977	0.0728							0.289661996	0.0289662
1.84	0.1475	0.1204	0.1054	0.0975	0.0722							0.292845095	0.02928451
1.86	0.141	0.1203	0.1052	0.0971	0.0716							0.296028194	0.029602819
1.88	0.1422	0.1198	0.1046	0.0966	0.0713							0.299211293	0.029921129
1.9	0.1419	0.1187	0.1035	0.0958	0.071							0.302394392	0.030239439
1.92	0.1389	0.1168	0.1022	0.0946	0.0706							0.305577491	0.030557749
1.94	0.1341	0.1145	0.1006	0.0932	0.0701							0.30876059	0.030876059
1.96	0.1283	0.1116	0.0985	0.0917	0.0694							0.311943688	0.031194369
1.98	0.1232	0.1086	0.0964	0.0899	0.0689							0.315126787	0.031512679
2	0.1191	0.1054	0.0941	0.0879	0.0685							0.318309886	0.031830989
2.02	0.1154	0.1019	0.0915	0.0859	0.0681							0.321492985	0.032149299
2.04	0.1117	0.0983	0.0888	0.0837	0.0677							0.324676084	0.032467608
2.06	0.107	0.0945	0.086	0.0814	0.0674							0.327859183	0.032785918
2.08	0.101	0.0905	0.0831	0.079	0.0671							0.331042282	0.033104228
2.1	0.0942	0.0864	0.0802	0.0765	0.0668							0.33422538	0.033422538
2.12	0.0905	0.0822	0.0772	0.0741	0.0666							0.337408479	0.033740848
2.14	0.0884	0.0781	0.0741	0.0716	0.0663							0.340591578	0.034059158
2.16	0.086	0.0744	0.0712	0.0696	0.0661							0.343774677	0.034377468
2.18	0.0838	0.0739	0.0693	0.0693	0.0659							0.346957776	0.034695778
2.2	0.0822	0.0734	0.0691	0.0691	0.0657							0.350140875	0.035014087
2.22	0.0812	0.0728	0.0691	0.069	0.0656							0.353323974	0.035332397
2.24	0.0808	0.0724	0.0692	0.069	0.0654							0.356507073	0.035650707
2.26	0.0809	0.0721	0.0693	0.069	0.0652							0.359690171	0.035969017
2.28	0.0812	0.0718	0.0696	0.0691	0.0651							0.36287327	0.036287327
2.3	0.0819	0.0715	0.0699	0.0692	0.065							0.366056369	0.036605637
2.32	0.0829	0.0714	0.0702	0.0694	0.0648							0.369239468	0.036923947
2.34	0.0842	0.0723	0.0706	0.0695	0.0647							0.372422567	0.037242257
2.36	0.0856	0.0733	0.0709	0.0696	0.0646							0.375605666	0.037560567
2.38	0.0868	0.0742	0.0712	0.0697	0.0645							0.378788765	0.037878876
2.4	0.0873	0.075	0.0714	0.0698	0.0643							0.381971863	0.038197186
2.42	0.0868	0.0755	0.0715	0.0698	0.0642							0.385154962	0.038515496
2.44	0.085	0.0758	0.0715	0.0698	0.0641							0.388338061	0.038833806
2.46	0.0854	0.0758	0.0714	0.0697	0.064							0.39152116	0.039152116
2.48	0.0848	0.0754	0.0712	0.0695	0.0639							0.394704259	0.039470426
2.5	0.083	0.0748	0.0709	0.0693	0.0638							0.397887358	0.039788736
2.52	0.0803	0.0739	0.0705	0.069	0.0637							0.401070457	0.040107046
2.54	0.0769	0.0727	0.07	0.0687	0.0636							0.404253555	0.040425356
2.56	0.0767	0.0715	0.0695	0.0684	0.0635							0.407436654	0.040743665
2.58	0.0765	0.0703	0.069	0.068	0.0634							0.410619753	0.041061975
2.6	0.0753	0.0691	0.0686	0.0677	0.0632							0.413802852	0.041380285
2.62	0.0735	0.0682	0.0681	0.0674	0.0631							0.416985951	0.041698595
2.64	0.0713	0.0674	0.0677	0.0671	0.063							0.42016905	0.042016905
2.66	0.0692	0.0669	0.0674	0.0669	0.0629							0.423352149	0.042335215
2.68	0.0674	0.0667	0.0672	0.0666	0.0627							0.426535247	0.042653525
2.7	0.0663	0.0667	0.067	0.0665	0.0626							0.429718346	0.042971835
2.72	0.066	0.0669	0.0669	0.0663	0.0625							0.432901445	0.043290145
2.74	0.0668	0.0672	0.0668	0.0662	0.0623							0.436084544	0.043608454
2.76	0.0688	0.0677	0.0667	0.066	0.0622							0.439267643	0.043926764
2.78	0.0706	0.0684	0.0667	0.0659	0.0621							0.442450742	0.044245074
2.8	0.072	0.0692	0.0667	0.0658	0.0619							0.445633841	0.044563384
2.82	0.074	0.07	0.0667	0.0657	0.0618							0.44881694	0.044881694
2.84	0.0761	0.0708	0.0669	0.0656	0.0617							0.452000038	0.045200004
2.86	0.0778	0.0715	0.0673	0.0655	0.0615							0.455183137	0.045518314
2.88	0.0791	0.0722	0.0677	0.0654	0.0614							0.458366236	0.045836624
2.9	0.0799	0.0727	0.0681	0.0655	0.0613							0.461549335	0.046154933
2.92	0.0803	0.0731	0.0684	0.0658	0.0611							0.464732434	0.046473243
2.94	0.0803	0.0734	0.0687	0.0661	0.061							0.467915533	0.046791553
2.96	0.08	0.0737	0.069	0.0663	0.0608							0.471098632	0.047109863
2.98	0.0796	0.0738	0.0692	0.0665	0.0607							0.47428173	0.047428173
3	0.0791	0.074	0.0694	0.0667	0.0605							0.477464829	0.047746483
3.02	0.0787	0.0741	0.0695	0.0669	0.0604							0.480647928	0.048064793
3.04	0.0785	0.0742	0.0697	0.067	0.0602							0.483831027	0.048383103
3.06	0.0784	0.0743	0.0698	0.0671	0.06							0.487014126	0.048701413
3.08	0.0786	0.0744	0.0699	0.0672	0.0599							0.490197225	0.049019722
3.1	0.0789	0.0745	0.07	0.0673	0.0597							0.493380324	0.049338032
3.12	0.0794	0.0747	0.0701	0.0673	0.0596							0.496563422	0.049656342
3.14	0.0799	0.0748	0.0701	0.0673	0.0594							0.499746521	0.049974652
3.16	0.0805	0.0748	0.0701	0.0674	0.0592							0.50292962	0.050292962
3.18	0.081	0.0749	0.0701	0.0673	0.0591							0.506112719	0.050611272
3.2	0.0814	0.0748	0.07	0.0673	0.0589							0.509295818	0.050929582
3.22	0.0817	0.0747	0.0699	0.0672	0.0587							0.512478917	0.051247892
3.24	0.0817	0.0746	0.0698	0.0671	0.0585							0.515662016	0.051566202
3.26	0.0814	0.0744	0.0696	0.067	0.0584							0.518845114	0.051884511
3.28	0.0809	0.0741	0.0694	0.0668	0.0582							0.522028213	0.052202821
3.3	0.0801	0.0737	0.0692	0.0667	0.058							0.525211312	0.052521131
3.32	0.0791	0.0733	0.0689	0.0665	0.0578							0.528394411	0.052839441
3.34	0.078	0.0728	0.0686	0.0662	0.0576							0.53157751	0.053157751
3.36	0.0768	0.0722	0.0683	0.066	0.0575							0.534760609	0.053476061
3.38	0.0755	0.0716	0.068	0.0657	0.0573							0.537943708	0.053794371
3.4	0.0742	0.0711	0.0676	0.0655	0.0571							0.541126807	0.054112681
3.42	0.073	0.0705	0.0673	0.0652	0.0569							0.544309905	0.054430991
3.44	0.0719	0.0699	0.067	0.0649	0.0568							0.547493004	0.0547493
3.46	0.0709	0.0694	0.0666	0.0646	0.0566							0.550676103	0.05506761
3.48	0.0701	0.0689	0.0663	0.0644	0.0564							0.553859202	0.05538592
3.5	0.0695	0.0685	0.066	0.0641	0.0562							0.557042301	0.05570423
3.52	0.0691	0.0681	0.0656	0.0638	0.0561							0.5602254	0.05602254
3.54	0.0688	0.0677	0.0653	0.0635	0.0559							0.563408499	0.05634085
3.56	0.0687	0.0674	0.065	0.0632	0.0557							0.566591597	0.05665916
3.58	0.0687	0.0671	0.0647	0.0629	0.0556							0.569774696	0.05697747
3.6	0.0688	0.0668	0.0643	0.0626	0.0554							0.572957795	0.05729578
3.62	0.0689	0.0665	0.064	0.0623	0.0552							0.576140894	0.057614089
3.64	0.0691	0.0663	0.0637	0.062	0.055							0.579323993	0.057932399
3.66	0.0692	0.066	0.0634	0.0617	0.0549							0.582507092	0.058250709
3.68	0.0693	0.0657	0.063	0.0614	0.0547							0.585690191	0.058569019
3.7	0.0693	0.0654	0.0627	0.0611	0.0545							0.588873289	0.058887329
3.72	0.0693	0.0651	0.0623	0.0607	0.0544							0.592056388	0.059205639
3.74	0.0691	0.0647	0.0619	0.0604	0.0542							0.595239487	0.059523949
3.76	0.0688	0.0643	0.0615	0.06	0.054							0.598422586	0.059842259
3.78	0.0684	0.0638	0.0611	0.0596	0.0538							0.601605685	0.060160568
3.8	0.0688	0.0633	0.0606	0.0592	0.0537							0.604788784	0.060478878
3.82	0.0702	0.0627	0.0602	0.0588	0.0535							0.607971883	0.060797188
3.84	0.0715	0.0631	0.0597	0.0584	0.0533							0.611154981	0.061115498
3.86	0.0727	0.0639	0.0592	0.058	0.0531							0.61433808	0.061433808
3.88	0.0737	0.0645	0.0587	0.0576	0.053							0.617521179	0.061752118
3.9	0.0746	0.0651	0.0587	0.0571	0.0528							0.620704278	0.062070428
3.92	0.0753	0.0656	0.0591	0.0567	0.0526							0.623887377	0.062388738
3.94	0.0757	0.066	0.0595	0.0562	0.0525							0.627070476	0.062707048
3.96	0.076	0.0663	0.0598	0.0564	0.0523							0.630253575	0.063025357
3.98	0.0761	0.0665	0.06	0.0567	0.0521							0.633436674	0.063343667
4	0.0761	0.0667	0.0602	0.0569	0.052							0.636619772	0.063661977
4.02	0.0758	0.0667	0.0604	0.057	0.0518							0.639802871	0.063980287
4.04	0.0755	0.0667	0.0605	0.0572	0.0516							0.64298597	0.064298597
4.06	0.075	0.0667	0.0606	0.0573	0.0515							0.646169069	0.064616907
4.08	0.0744	0.0665	0.0606	0.0574	0.0513							0.649352168	0.064935217
4.1	0.0738	0.0664	0.0606	0.0575	0.0511							0.652535267	0.065253527
4.12	0.0731	0.0661	0.0606	0.0575	0.051							0.655718366	0.065571837
4.14	0.0724	0.0659	0.0605	0.0575	0.0508							0.658901464	0.065890146
4.16	0.0717	0.0656	0.0604	0.0575	0.0507							0.662084563	0.066208456
4.18	0.0709	0.0652	0.0603	0.0575	0.0505							0.665267662	0.066526766
4.2	0.0702	0.0649	0.0602	0.0574	0.0504							0.668450761	0.066845076
4.22	0.0694	0.0645	0.0601	0.0574	0.0502							0.67163386	0.067163386
4.24	0.0687	0.0642	0.0599	0.0573	0.0501							0.674816959	0.067481696
4.26	0.068	0.0638	0.0597	0.0572	0.0499							0.678000058	0.067800006
4.28	0.0674	0.0635	0.0595	0.0571	0.0499							0.681183156	0.068118316
4.3	0.0667	0.0631	0.0593	0.057	0.0499							0.684366255	0.068436626
4.32	0.0662	0.0628	0.0591	0.0568	0.0499							0.687549354	0.068754935
4.34	0.0656	0.0624	0.0589	0.0567	0.0499							0.690732453	0.069073245
4.36	0.0651	0.0621	0.0587	0.0566	0.0498							0.693915552	0.069391555
4.38	0.0646	0.0618	0.0585	0.0564	0.0498							0.697098651	0.069709865
4.4	0.0642	0.0614	0.0583	0.0562	0.0498							0.70028175	0.070028175
4.42	0.0637	0.0611	0.0581	0.0561	0.0497							0.703464848	0.070346485
4.44	0.0633	0.0608	0.0579	0.0559	0.0497							0.706647947	0.070664795
4.46	0.063	0.0605	0.0577	0.0558	0.0497							0.709831046	0.070983105
4.48	0.0626	0.0602	0.0574	0.0556	0.0496							0.713014145	0.071301415
4.5	0.0623	0.0599	0.0572	0.0554	0.0496							0.716197244	0.071619724
4.52	0.062	0.0596	0.057	0.0552	0.0496							0.719380343	0.071938034
4.54	0.0617	0.0594	0.0568	0.0551	0.0495							0.722563442	0.072256344
4.56	0.0613	0.0591	0.0566	0.0549	0.0495							0.72574654	0.072574654
4.58	0.061	0.0588	0.0564	0.0547	0.0495							0.728929639	0.072892964
4.6	0.0607	0.0585	0.0562	0.0545	0.0494							0.732112738	0.073211274
4.62	0.0604	0.0583	0.0559	0.0544	0.0494							0.735295837	0.073529584
4.64	0.0602	0.058	0.0557	0.0542	0.0493							0.738478936	0.073847894
4.66	0.0599	0.0577	0.0555	0.054	0.0493							0.741662035	0.074166203
4.68	0.0596	0.0575	0.0553	0.0538	0.0493							0.744845134	0.074484513
4.7	0.0593	0.0572	0.0551	0.0536	0.0492							0.748028233	0.074802823
4.72	0.059	0.0569	0.0549	0.0535	0.0492							0.751211331	0.075121133
4.74	0.0587	0.0567	0.0546	0.0533	0.0491							0.75439443	0.075439443
4.76	0.0583	0.0564	0.0544	0.0531	0.0491							0.757577529	0.075757753
4.78	0.058	0.0561	0.0542	0.0529	0.0491							0.760760628	0.076076063
4.8	0.0577	0.0559	0.054	0.0527	0.049							0.763943727	0.076394373
4.82	0.0574	0.0556	0.0538	0.0525	0.049							0.767126826	0.076712683
4.84	0.0571	0.0553	0.0535	0.0523	0.0489							0.770309925	0.077030992
4.86	0.0568	0.0551	0.0533	0.0521	0.0489							0.773493023	0.077349302
4.88	0.0565	0.0548	0.0531	0.0519	0.0489							0.776676122	0.077667612
4.9	0.0562	0.0545	0.0529	0.0517	0.0488							0.779859221	0.077985922
4.92	0.0558	0.0543	0.0526	0.0515	0.0488							0.78304232	0.078304232
4.94	0.0555	0.054	0.0524	0.0513	0.0487							0.786225419	0.078622542
4.96	0.0552	0.0537	0.0522	0.0511	0.0487							0.789408518	0.078940852
4.98	0.0549	0.0534	0.0519	0.0509	0.0487							0.792591617	0.079259162
5	0.0546	0.0532	0.0517	0.0507	0.0486							0.795774715	0.079577472
ESPECTRO_DE_DESPLAZAMIENTOS_(m)					
PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20
0.02	0	0	0	0	0
0.04	0	0	0	0	0
0.06	0	0	0	0	0
0.08	0.0001	0.0001	0.0001	0.0001	0.0001
0.1	0.0001	0.0001	0.0001	0.0001	0.0001
0.12	0.0001	0.0001	0.0001	0.0001	0.0001
0.14	0.0003	0.0002	0.0002	0.0002	0.0002
0.16	0.0005	0.0004	0.0003	0.0003	0.0003
0.18	0.0004	0.0004	0.0003	0.0003	0.0003
0.2	0.0006	0.0005	0.0004	0.0004	0.0004
0.22	0.0009	0.0007	0.0006	0.0006	0.0005
0.24	0.0012	0.0009	0.0007	0.0007	0.0006
0.26	0.0013	0.001	0.0009	0.0008	0.0007
0.28	0.0018	0.0012	0.001	0.001	0.0008
0.3	0.0021	0.0013	0.0011	0.001	0.0009
0.32	0.0022	0.0015	0.0013	0.0013	0.0011
0.34	0.0024	0.0019	0.0017	0.0016	0.0012
0.36	0.0029	0.0024	0.0021	0.0019	0.0014
0.38	0.0036	0.003	0.0025	0.0023	0.0016
0.4	0.0047	0.0035	0.0029	0.0026	0.0018
0.42	0.0046	0.004	0.0035	0.0032	0.0021
0.44	0.0068	0.0051	0.0043	0.0038	0.0025
0.46	0.0088	0.0064	0.0049	0.0043	0.0027
0.48	0.0089	0.0066	0.0052	0.0046	0.003
0.5	0.0084	0.0062	0.005	0.0046	0.0034
0.52	0.0086	0.0068	0.0057	0.0052	0.0037
0.54	0.0104	0.0077	0.0063	0.0057	0.004
0.56	0.0094	0.0078	0.0065	0.0059	0.0042
0.58	0.0126	0.008	0.0064	0.0059	0.0044
0.6	0.0118	0.0079	0.0062	0.0058	0.0046
0.62	0.0105	0.0081	0.0066	0.0059	0.0047
0.64	0.0113	0.0086	0.007	0.0062	0.0048
0.66	0.013	0.0087	0.0071	0.0063	0.005
0.68	0.0151	0.0092	0.0072	0.0064	0.0051
0.7	0.016	0.0105	0.0078	0.0067	0.0053
0.72	0.0164	0.0107	0.0078	0.0068	0.0055
0.74	0.015	0.0101	0.0081	0.007	0.0058
0.76	0.0171	0.0101	0.0082	0.0072	0.0061
0.78	0.0158	0.0102	0.0082	0.0076	0.0064
0.8	0.0145	0.0104	0.0086	0.0083	0.0068
0.82	0.0152	0.0104	0.0095	0.0091	0.0073
0.84	0.0131	0.0114	0.0105	0.01	0.0078
0.86	0.0127	0.0123	0.0114	0.0109	0.0084
0.88	0.0143	0.0135	0.0125	0.0118	0.0089
0.9	0.0168	0.015	0.0136	0.0128	0.0095
0.92	0.0194	0.0164	0.0148	0.0138	0.01
0.94	0.0195	0.0177	0.0159	0.0148	0.0105
0.96	0.0205	0.019	0.0171	0.0158	0.011
0.98	0.0224	0.0205	0.0183	0.0169	0.0115
1	0.0254	0.0223	0.0196	0.0179	0.0119
1.02	0.029	0.0242	0.0209	0.019	0.0122
1.04	0.0313	0.026	0.0221	0.0199	0.0125
1.06	0.0328	0.0276	0.0232	0.0207	0.0128
1.08	0.0346	0.029	0.0242	0.0215	0.013
1.1	0.0373	0.0305	0.025	0.022	0.0133
1.12	0.041	0.0318	0.0256	0.0224	0.0136
1.14	0.044	0.0328	0.026	0.0226	0.0139
1.16	0.0475	0.0332	0.026	0.023	0.0141
1.18	0.0484	0.0336	0.0265	0.0235	0.0146
1.2	0.0497	0.0354	0.027	0.0238	0.0151
1.22	0.0524	0.0369	0.0272	0.024	0.0155
1.24	0.054	0.038	0.0279	0.0241	0.0159
1.26	0.057	0.0384	0.0282	0.0242	0.0162
1.28	0.0576	0.038	0.028	0.0245	0.0165
1.3	0.0544	0.0367	0.0277	0.0246	0.0167
